Actual_AQI,Predicted_AQI,Predicted_Bucket
103.0,100.62577,Moderate
132.0,272.70032,Poor
65.0,59.44951,Satisfactory
41.0,55.49342,Satisfactory
420.0,371.70923,Very Poor
54.0,59.76746,Satisfactory
132.0,132.28008,Moderate
132.0,131.54054,Moderate
345.0,330.14783,Very Poor
75.0,95.19345,Satisfactory
352.0,276.1577,Poor
78.0,83.377045,Satisfactory
122.0,124.88152,Moderate
109.0,139.0652,Moderate
84.0,63.26586,Satisfactory
325.0,325.34854,Very Poor
92.0,109.08421,Moderate
127.0,127.056595,Moderate
62.0,73.53396,Satisfactory
98.0,80.43203,Satisfactory
185.0,183.97304,Moderate
119.0,125.6591,Moderate
146.0,148.19858,Moderate
92.0,105.19628,Moderate
180.0,132.94223,Moderate
54.0,68.60007,Satisfactory
300.0,303.9111,Very Poor
301.0,305.7553,Very Poor
120.0,124.37197,Moderate
60.0,79.58322,Satisfactory
83.0,79.768845,Satisfactory
129.0,99.94982,Satisfactory
134.0,149.26277,Moderate
88.0,113.24764,Moderate
70.0,82.65725,Satisfactory
57.0,74.10046,Satisfactory
353.0,340.66476,Very Poor
132.0,113.91599,Moderate
132.0,132.52385,Moderate
208.0,336.93268,Very Poor
132.0,160.07492,Moderate
54.0,72.57223,Satisfactory
165.0,128.42955,Moderate
48.0,49.321434,Good
129.0,141.9927,Moderate
132.0,132.28008,Moderate
85.0,79.32916,Satisfactory
213.0,241.85985,Poor
138.0,141.54384,Moderate
323.0,396.78143,Very Poor
90.0,87.28312,Satisfactory
132.0,127.89608,Moderate
79.0,92.90589,Satisfactory
166.0,108.872894,Moderate
123.0,82.94223,Satisfactory
180.0,207.42049,Poor
118.0,95.600815,Satisfactory
39.0,39.468655,Good
28.0,43.016064,Good
132.0,132.67378,Moderate
611.0,498.3681,Severe
197.0,228.79173,Poor
132.0,132.52385,Moderate
132.0,132.28008,Moderate
132.0,138.422,Moderate
109.0,102.973816,Moderate
248.0,256.53812,Poor
132.0,132.52385,Moderate
78.0,78.040726,Satisfactory
159.0,145.2927,Moderate
132.0,131.02419,Moderate
123.0,170.67899,Moderate
94.0,100.665375,Moderate
210.0,249.98125,Poor
67.0,65.788246,Satisfactory
152.0,142.14482,Moderate
445.0,496.9686,Severe
42.0,41.03482,Good
164.0,151.72382,Moderate
137.0,142.02142,Moderate
382.0,397.75104,Very Poor
293.0,301.8659,Very Poor
168.0,192.87193,Moderate
50.0,62.017773,Satisfactory
88.0,99.511894,Satisfactory
132.0,132.52385,Moderate
132.0,132.28008,Moderate
158.0,138.38454,Moderate
570.0,570.2923,Severe
118.0,117.421715,Moderate
101.0,97.04929,Satisfactory
132.0,132.28008,Moderate
398.0,350.81348,Very Poor
92.0,96.46601,Satisfactory
132.0,127.47493,Moderate
121.0,133.80174,Moderate
62.0,67.22786,Satisfactory
30.0,45.90979,Good
229.0,245.37119,Poor
79.0,101.49696,Moderate
250.0,257.12546,Poor
89.0,77.09539,Satisfactory
61.0,68.45683,Satisfactory
76.0,81.34569,Satisfactory
132.0,132.52385,Moderate
132.0,132.52385,Moderate
232.0,214.76808,Poor
132.0,141.11128,Moderate
76.0,74.57758,Satisfactory
238.0,243.41402,Poor
132.0,131.43152,Moderate
71.0,77.29829,Satisfactory
106.0,103.92516,Moderate
132.0,126.83231,Moderate
67.0,75.83824,Satisfactory
152.0,132.9002,Moderate
51.0,62.528458,Satisfactory
132.0,132.52385,Moderate
106.0,111.700584,Moderate
132.0,124.72921,Moderate
83.0,80.147255,Satisfactory
346.0,330.35208,Very Poor
109.0,114.840996,Moderate
170.0,155.82944,Moderate
132.0,128.15173,Moderate
192.0,190.48303,Moderate
283.0,178.90694,Moderate
139.0,142.78113,Moderate
78.0,115.81723,Moderate
301.0,279.69336,Poor
141.0,88.00804,Satisfactory
268.0,271.14056,Poor
347.0,343.35443,Very Poor
133.0,123.40783,Moderate
132.0,132.52385,Moderate
292.0,262.98102,Poor
165.0,114.36281,Moderate
101.0,105.77401,Moderate
150.0,138.46112,Moderate
102.0,109.93998,Moderate
370.0,382.37256,Very Poor
101.0,123.26564,Moderate
87.0,77.37454,Satisfactory
284.0,285.51633,Poor
385.0,370.01266,Very Poor
132.0,132.44373,Moderate
342.0,379.18607,Very Poor
55.0,65.39699,Satisfactory
106.0,94.34272,Satisfactory
218.0,180.8952,Moderate
162.0,142.58238,Moderate
311.0,292.40707,Poor
453.0,381.6663,Very Poor
195.0,171.25998,Moderate
168.0,173.24641,Moderate
211.0,221.64777,Poor
132.0,132.52385,Moderate
456.0,475.05585,Severe
101.0,110.52589,Moderate
662.0,682.5379,Severe
416.0,466.03058,Severe
253.0,264.9217,Poor
252.0,168.64798,Moderate
298.0,256.1103,Poor
112.0,107.83724,Moderate
132.0,132.28008,Moderate
132.0,132.52385,Moderate
132.0,131.92384,Moderate
108.0,131.96327,Moderate
72.0,104.424675,Moderate
33.0,45.522778,Good
132.0,123.35386,Moderate
72.0,72.42261,Satisfactory
132.0,130.70055,Moderate
138.0,138.60141,Moderate
132.0,132.52385,Moderate
358.0,352.39267,Very Poor
132.0,142.90027,Moderate
132.0,115.63685,Moderate
124.0,106.55201,Moderate
514.0,515.92993,Severe
59.0,61.933666,Satisfactory
183.0,235.40874,Poor
170.0,151.3001,Moderate
306.0,298.50595,Poor
184.0,228.11418,Poor
297.0,288.68353,Poor
83.0,98.09061,Satisfactory
124.0,143.73645,Moderate
132.0,65.08961,Satisfactory
132.0,128.2219,Moderate
132.0,132.52385,Moderate
132.0,127.281586,Moderate
128.0,103.45446,Moderate
36.0,58.498844,Satisfactory
44.0,36.39852,Good
121.0,105.10233,Moderate
132.0,101.92961,Moderate
132.0,104.536865,Moderate
385.0,410.4081,Severe
132.0,132.3344,Moderate
132.0,97.28067,Satisfactory
473.0,237.23721,Poor
130.0,133.01495,Moderate
78.0,94.73116,Satisfactory
288.0,311.22812,Very Poor
76.0,90.2654,Satisfactory
75.0,86.0103,Satisfactory
149.0,149.46555,Moderate
74.0,55.570965,Satisfactory
30.0,62.96729,Satisfactory
98.0,100.06974,Moderate
144.0,161.63084,Moderate
106.0,103.29156,Moderate
53.0,57.958202,Satisfactory
90.0,104.82593,Moderate
299.0,295.92123,Poor
301.0,316.98257,Very Poor
148.0,140.12671,Moderate
132.0,56.044296,Satisfactory
119.0,106.25893,Moderate
132.0,132.28008,Moderate
96.0,93.13103,Satisfactory
334.0,329.1977,Very Poor
171.0,177.13966,Moderate
132.0,132.28008,Moderate
99.0,116.532845,Moderate
106.0,127.51157,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
191.0,221.77045,Poor
99.0,110.86355,Moderate
316.0,301.4524,Very Poor
64.0,71.654015,Satisfactory
350.0,317.7254,Very Poor
111.0,104.550934,Moderate
146.0,130.89369,Moderate
111.0,119.62912,Moderate
93.0,113.89582,Moderate
134.0,108.47597,Moderate
132.0,130.70055,Moderate
137.0,159.69684,Moderate
99.0,101.12463,Moderate
91.0,89.390465,Satisfactory
61.0,66.96207,Satisfactory
412.0,418.39066,Severe
330.0,461.88748,Severe
138.0,132.33476,Moderate
149.0,115.2382,Moderate
132.0,285.59866,Poor
245.0,190.26157,Moderate
180.0,180.8625,Moderate
102.0,122.25275,Moderate
132.0,132.52385,Moderate
317.0,303.42798,Very Poor
51.0,59.092617,Satisfactory
46.0,54.216972,Satisfactory
168.0,135.65714,Moderate
48.0,57.04683,Satisfactory
232.0,217.52722,Poor
132.0,132.52385,Moderate
20.0,52.860245,Satisfactory
132.0,132.52385,Moderate
49.0,71.75918,Satisfactory
97.0,90.41876,Satisfactory
166.0,173.9764,Moderate
167.0,175.00017,Moderate
88.0,94.13695,Satisfactory
80.0,84.69892,Satisfactory
60.0,87.277115,Satisfactory
228.0,222.0457,Poor
92.0,78.32307,Satisfactory
127.0,176.65445,Moderate
132.0,132.52385,Moderate
132.0,127.80707,Moderate
159.0,169.56424,Moderate
218.0,276.3178,Poor
132.0,132.28008,Moderate
132.0,130.70055,Moderate
102.0,93.82959,Satisfactory
79.0,81.68665,Satisfactory
342.0,293.13327,Poor
117.0,112.58326,Moderate
453.0,427.6603,Severe
132.0,216.47014,Poor
132.0,131.6362,Moderate
132.0,142.05252,Moderate
132.0,131.47704,Moderate
132.0,133.72115,Moderate
116.0,132.56981,Moderate
341.0,309.47855,Very Poor
132.0,142.4998,Moderate
63.0,83.81427,Satisfactory
273.0,286.83963,Poor
63.0,61.622482,Satisfactory
228.0,200.87276,Poor
101.0,106.353676,Moderate
132.0,132.52385,Moderate
83.0,97.35067,Satisfactory
577.0,459.56522,Severe
132.0,131.35977,Moderate
132.0,116.97348,Moderate
52.0,62.824486,Satisfactory
109.0,113.42569,Moderate
110.0,104.764565,Moderate
62.0,70.6828,Satisfactory
288.0,215.58423,Poor
69.0,72.93982,Satisfactory
358.0,359.18298,Very Poor
341.0,359.53995,Very Poor
205.0,190.02072,Moderate
271.0,214.22725,Poor
165.0,151.70766,Moderate
101.0,93.53031,Satisfactory
411.0,372.37543,Very Poor
406.0,454.18112,Severe
52.0,60.70962,Satisfactory
232.0,167.36162,Moderate
344.0,242.67415,Poor
88.0,87.103035,Satisfactory
171.0,136.90941,Moderate
45.0,41.72868,Good
140.0,151.12065,Moderate
327.0,297.3912,Poor
52.0,56.20321,Satisfactory
35.0,62.824966,Satisfactory
132.0,132.44937,Moderate
326.0,339.96362,Very Poor
189.0,204.4211,Poor
136.0,96.28843,Satisfactory
132.0,132.52385,Moderate
132.0,132.52385,Moderate
220.0,234.06546,Poor
132.0,130.70055,Moderate
382.0,385.90793,Very Poor
132.0,128.25935,Moderate
315.0,332.36716,Very Poor
306.0,279.96106,Poor
149.0,145.95653,Moderate
132.0,136.4067,Moderate
93.0,112.52941,Moderate
178.0,177.5806,Moderate
132.0,132.28008,Moderate
292.0,248.10117,Poor
105.0,108.58617,Moderate
56.0,71.052895,Satisfactory
69.0,70.13761,Satisfactory
364.0,322.59042,Very Poor
350.0,285.5901,Poor
42.0,65.23305,Satisfactory
67.0,64.23605,Satisfactory
132.0,132.52385,Moderate
445.0,437.55914,Severe
289.0,293.89774,Poor
28.0,70.60105,Satisfactory
578.0,574.9815,Severe
269.0,261.21695,Poor
262.0,279.79263,Poor
688.0,672.8927,Severe
101.0,113.251465,Moderate
132.0,132.52385,Moderate
157.0,145.31859,Moderate
132.0,132.52385,Moderate
132.0,131.47704,Moderate
213.0,224.85004,Poor
145.0,143.05833,Moderate
44.0,74.43989,Satisfactory
373.0,375.67673,Very Poor
152.0,144.22311,Moderate
132.0,132.52385,Moderate
127.0,145.53043,Moderate
268.0,291.91904,Poor
84.0,86.01525,Satisfactory
132.0,131.10492,Moderate
92.0,59.56785,Satisfactory
101.0,124.18728,Moderate
93.0,92.30514,Satisfactory
132.0,132.28008,Moderate
210.0,212.44527,Poor
62.0,85.325096,Satisfactory
96.0,107.35859,Moderate
59.0,70.00662,Satisfactory
363.0,369.48953,Very Poor
384.0,406.829,Severe
186.0,166.35179,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
132.0,127.12965,Moderate
88.0,102.22803,Moderate
132.0,131.43152,Moderate
239.0,179.27031,Moderate
132.0,132.28008,Moderate
215.0,239.27238,Poor
77.0,89.32318,Satisfactory
43.0,59.78898,Satisfactory
45.0,47.09411,Good
291.0,265.5542,Poor
524.0,539.6421,Severe
132.0,132.52385,Moderate
132.0,132.52385,Moderate
142.0,129.47592,Moderate
439.0,431.72705,Severe
110.0,112.69154,Moderate
154.0,168.94746,Moderate
132.0,131.47704,Moderate
107.0,114.82368,Moderate
132.0,88.918846,Satisfactory
67.0,64.7363,Satisfactory
91.0,88.2589,Satisfactory
58.0,62.47135,Satisfactory
311.0,300.8638,Very Poor
44.0,57.326637,Satisfactory
141.0,83.895134,Satisfactory
118.0,132.90338,Moderate
75.0,74.68859,Satisfactory
244.0,251.18193,Poor
156.0,163.80966,Moderate
132.0,132.28008,Moderate
331.0,313.46948,Very Poor
356.0,384.70642,Very Poor
83.0,97.54347,Satisfactory
112.0,165.5944,Moderate
325.0,354.6628,Very Poor
91.0,263.8996,Poor
138.0,160.657,Moderate
252.0,153.14316,Moderate
362.0,367.7971,Very Poor
80.0,66.97408,Satisfactory
63.0,66.690216,Satisfactory
105.0,114.25988,Moderate
423.0,405.61807,Severe
391.0,411.70193,Severe
207.0,235.10323,Poor
121.0,129.93985,Moderate
161.0,165.3197,Moderate
365.0,349.87115,Very Poor
79.0,95.848045,Satisfactory
667.0,522.00256,Severe
46.0,64.207245,Satisfactory
185.0,152.04756,Moderate
330.0,327.1147,Very Poor
79.0,88.896065,Satisfactory
68.0,75.92126,Satisfactory
107.0,87.99801,Satisfactory
401.0,382.52426,Very Poor
236.0,258.13135,Poor
42.0,40.915535,Good
276.0,262.45184,Poor
132.0,131.47704,Moderate
433.0,549.129,Severe
94.0,84.65841,Satisfactory
25.0,117.886856,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
167.0,150.10883,Moderate
315.0,324.4807,Very Poor
81.0,85.516945,Satisfactory
57.0,64.5991,Satisfactory
110.0,134.00735,Moderate
238.0,167.92188,Moderate
41.0,42.94934,Good
62.0,76.405075,Satisfactory
195.0,180.77094,Moderate
303.0,265.19846,Poor
203.0,221.30934,Poor
384.0,426.5687,Severe
106.0,96.69251,Satisfactory
132.0,132.28008,Moderate
136.0,183.0175,Moderate
365.0,366.28662,Very Poor
153.0,153.57938,Moderate
133.0,123.67931,Moderate
124.0,122.12249,Moderate
114.0,138.15555,Moderate
73.0,68.914566,Satisfactory
101.0,114.258026,Moderate
289.0,311.51212,Very Poor
132.0,132.52385,Moderate
421.0,410.23596,Severe
132.0,132.56621,Moderate
372.0,372.12866,Very Poor
287.0,209.37917,Poor
148.0,163.22748,Moderate
140.0,160.75401,Moderate
132.0,119.05829,Moderate
53.0,57.342556,Satisfactory
118.0,119.999565,Moderate
329.0,313.60355,Very Poor
320.0,309.18384,Very Poor
125.0,96.302704,Satisfactory
132.0,131.43152,Moderate
44.0,54.370857,Satisfactory
94.0,120.93887,Moderate
214.0,123.69808,Moderate
260.0,332.7136,Very Poor
132.0,130.65689,Moderate
333.0,331.9386,Very Poor
132.0,132.52385,Moderate
120.0,100.17226,Moderate
99.0,104.67777,Moderate
132.0,125.062225,Moderate
132.0,132.52385,Moderate
132.0,130.86336,Moderate
197.0,147.95053,Moderate
238.0,249.47385,Poor
42.0,53.397274,Satisfactory
64.0,64.65478,Satisfactory
51.0,53.95918,Satisfactory
145.0,141.32384,Moderate
132.0,132.24051,Moderate
132.0,131.47704,Moderate
132.0,132.52385,Moderate
42.0,56.279156,Satisfactory
129.0,113.66268,Moderate
125.0,129.14449,Moderate
225.0,207.9686,Poor
78.0,76.92663,Satisfactory
132.0,131.47704,Moderate
132.0,132.38228,Moderate
294.0,281.98975,Poor
218.0,217.24315,Poor
152.0,154.89528,Moderate
81.0,83.88968,Satisfactory
367.0,342.97678,Very Poor
226.0,199.34846,Moderate
163.0,162.91328,Moderate
158.0,171.18495,Moderate
366.0,379.1413,Very Poor
384.0,349.10214,Very Poor
264.0,243.09381,Poor
74.0,77.96976,Satisfactory
64.0,78.95183,Satisfactory
118.0,92.810524,Satisfactory
108.0,115.3714,Moderate
286.0,331.91632,Very Poor
62.0,64.22289,Satisfactory
163.0,179.82472,Moderate
319.0,290.03055,Poor
110.0,112.685394,Moderate
96.0,104.701065,Moderate
159.0,212.78946,Poor
257.0,327.8343,Very Poor
132.0,131.47704,Moderate
101.0,89.35323,Satisfactory
86.0,103.62595,Moderate
168.0,196.71573,Moderate
133.0,128.2346,Moderate
110.0,129.0342,Moderate
143.0,68.163025,Satisfactory
158.0,185.53055,Moderate
392.0,373.77972,Very Poor
425.0,564.9813,Severe
128.0,160.14507,Moderate
327.0,281.35602,Poor
132.0,132.52385,Moderate
85.0,80.23425,Satisfactory
103.0,121.63014,Moderate
54.0,75.74485,Satisfactory
106.0,92.16022,Satisfactory
132.0,132.52385,Moderate
28.0,33.746834,Good
249.0,249.94667,Poor
53.0,59.341408,Satisfactory
187.0,136.85275,Moderate
50.0,69.158226,Satisfactory
353.0,235.84454,Poor
218.0,205.19643,Poor
169.0,156.34442,Moderate
111.0,107.2839,Moderate
39.0,51.977535,Satisfactory
313.0,313.50134,Very Poor
279.0,311.07272,Very Poor
49.0,104.66625,Moderate
131.0,137.08997,Moderate
288.0,254.98979,Poor
132.0,131.47704,Moderate
248.0,143.51028,Moderate
132.0,132.52385,Moderate
363.0,339.0622,Very Poor
132.0,131.43152,Moderate
267.0,251.90253,Poor
298.0,310.4061,Very Poor
29.0,57.350323,Satisfactory
117.0,150.78423,Moderate
105.0,88.96656,Satisfactory
132.0,132.52385,Moderate
381.0,365.65448,Very Poor
47.0,39.416878,Good
132.0,132.52385,Moderate
282.0,213.31876,Poor
142.0,199.85788,Moderate
166.0,161.85266,Moderate
132.0,87.43378,Satisfactory
132.0,132.28008,Moderate
184.0,136.46501,Moderate
403.0,381.99228,Very Poor
331.0,324.3637,Very Poor
132.0,130.84253,Moderate
174.0,219.13893,Poor
72.0,86.12998,Satisfactory
64.0,61.154934,Satisfactory
96.0,116.53148,Moderate
317.0,287.48883,Poor
707.0,965.6129,Severe
173.0,195.63518,Moderate
33.0,34.40295,Good
147.0,143.50336,Moderate
247.0,254.8773,Poor
140.0,107.958916,Moderate
94.0,85.152084,Satisfactory
167.0,125.72366,Moderate
123.0,133.06027,Moderate
189.0,228.55287,Poor
327.0,256.05814,Poor
323.0,276.03607,Poor
279.0,268.8792,Poor
579.0,546.3718,Severe
193.0,158.40057,Moderate
78.0,90.64698,Satisfactory
38.0,33.79248,Good
132.0,132.28008,Moderate
354.0,387.78543,Very Poor
171.0,160.24004,Moderate
95.0,98.61901,Satisfactory
132.0,138.37628,Moderate
114.0,90.50454,Satisfactory
132.0,132.52385,Moderate
58.0,88.23386,Satisfactory
157.0,145.33769,Moderate
148.0,132.52385,Moderate
458.0,526.88745,Severe
165.0,154.58673,Moderate
132.0,127.31746,Moderate
132.0,77.0363,Satisfactory
131.0,150.66461,Moderate
114.0,138.87482,Moderate
212.0,191.39774,Moderate
95.0,80.007,Satisfactory
77.0,84.77407,Satisfactory
49.0,62.62311,Satisfactory
202.0,218.04369,Poor
62.0,59.01571,Satisfactory
120.0,124.56904,Moderate
143.0,119.06835,Moderate
346.0,378.91953,Very Poor
132.0,132.52385,Moderate
359.0,370.13593,Very Poor
132.0,131.43152,Moderate
104.0,106.62606,Moderate
284.0,256.35883,Poor
132.0,134.28918,Moderate
321.0,300.3332,Very Poor
146.0,142.36049,Moderate
167.0,156.95311,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
49.0,65.46919,Satisfactory
341.0,346.684,Very Poor
133.0,158.0332,Moderate
162.0,177.62894,Moderate
200.0,173.35452,Moderate
250.0,241.84502,Poor
77.0,65.4412,Satisfactory
119.0,126.96297,Moderate
280.0,293.0312,Poor
132.0,205.86848,Poor
256.0,297.7623,Poor
131.0,130.88437,Moderate
184.0,210.4399,Poor
132.0,132.28008,Moderate
132.0,131.47704,Moderate
103.0,81.75538,Satisfactory
66.0,79.8321,Satisfactory
132.0,130.70055,Moderate
132.0,132.28008,Moderate
132.0,131.69237,Moderate
117.0,122.34402,Moderate
155.0,153.40575,Moderate
71.0,89.25171,Satisfactory
132.0,135.94681,Moderate
132.0,132.52385,Moderate
209.0,214.44084,Poor
144.0,171.97473,Moderate
49.0,54.183395,Satisfactory
346.0,354.85193,Very Poor
68.0,80.5644,Satisfactory
349.0,366.0956,Very Poor
398.0,430.44247,Severe
75.0,81.46691,Satisfactory
72.0,83.230156,Satisfactory
174.0,137.40707,Moderate
303.0,267.6233,Poor
132.0,125.55917,Moderate
132.0,118.29387,Moderate
55.0,55.878414,Satisfactory
57.0,62.32403,Satisfactory
233.0,235.79012,Poor
121.0,126.65495,Moderate
124.0,107.58389,Moderate
98.0,119.59148,Moderate
556.0,550.06616,Severe
101.0,131.25868,Moderate
136.0,160.00983,Moderate
74.0,59.319893,Satisfactory
53.0,92.34153,Satisfactory
132.0,132.52385,Moderate
132.0,131.43152,Moderate
89.0,106.61165,Moderate
110.0,93.2893,Satisfactory
687.0,626.3807,Severe
93.0,99.08578,Satisfactory
64.0,85.24612,Satisfactory
107.0,127.95406,Moderate
344.0,356.79062,Very Poor
73.0,67.06385,Satisfactory
132.0,132.28008,Moderate
433.0,409.44824,Severe
221.0,155.87234,Moderate
82.0,80.674034,Satisfactory
104.0,138.45895,Moderate
49.0,50.88089,Satisfactory
132.0,132.52385,Moderate
92.0,96.97759,Satisfactory
83.0,63.967514,Satisfactory
741.0,650.3813,Severe
61.0,62.094223,Satisfactory
130.0,127.03899,Moderate
180.0,192.5166,Moderate
79.0,83.52784,Satisfactory
132.0,132.52385,Moderate
450.0,428.20245,Severe
127.0,175.67201,Moderate
200.0,148.16373,Moderate
212.0,219.86098,Poor
132.0,132.52385,Moderate
124.0,130.09323,Moderate
132.0,67.57704,Satisfactory
129.0,138.52682,Moderate
296.0,279.84628,Poor
55.0,77.14654,Satisfactory
169.0,169.30531,Moderate
168.0,143.72821,Moderate
81.0,77.27845,Satisfactory
132.0,331.449,Very Poor
122.0,114.275856,Moderate
132.0,132.52385,Moderate
132.0,131.47704,Moderate
132.0,130.78317,Moderate
451.0,491.18182,Severe
64.0,61.645233,Satisfactory
114.0,100.63803,Moderate
331.0,277.69293,Poor
132.0,132.52385,Moderate
312.0,310.09375,Very Poor
106.0,103.176445,Moderate
289.0,250.77496,Poor
132.0,132.52385,Moderate
340.0,266.09576,Poor
132.0,128.68094,Moderate
316.0,271.94254,Poor
74.0,82.23439,Satisfactory
314.0,313.91663,Very Poor
132.0,142.94109,Moderate
132.0,132.28008,Moderate
306.0,300.81958,Very Poor
119.0,120.33454,Moderate
145.0,134.51587,Moderate
67.0,83.37233,Satisfactory
132.0,131.43152,Moderate
132.0,124.75123,Moderate
132.0,132.24051,Moderate
409.0,371.74014,Very Poor
246.0,280.34286,Poor
80.0,90.38351,Satisfactory
16.0,49.902058,Good
138.0,161.21693,Moderate
299.0,243.73705,Poor
132.0,132.52385,Moderate
68.0,73.364265,Satisfactory
43.0,52.72583,Satisfactory
367.0,319.4416,Very Poor
182.0,187.98024,Moderate
75.0,80.22772,Satisfactory
82.0,85.37551,Satisfactory
80.0,78.093315,Satisfactory
37.0,38.54538,Good
132.0,86.10983,Satisfactory
132.0,132.52385,Moderate
51.0,78.57389,Satisfactory
174.0,164.96597,Moderate
341.0,351.79736,Very Poor
132.0,140.49567,Moderate
132.0,52.562973,Satisfactory
373.0,349.5384,Very Poor
86.0,81.31643,Satisfactory
132.0,126.10024,Moderate
75.0,93.13534,Satisfactory
38.0,46.326775,Good
90.0,80.152374,Satisfactory
132.0,226.17776,Poor
192.0,217.37268,Poor
88.0,106.90464,Moderate
54.0,88.673004,Satisfactory
126.0,125.8394,Moderate
90.0,97.47039,Satisfactory
91.0,62.407368,Satisfactory
79.0,98.11295,Satisfactory
122.0,115.422035,Moderate
132.0,132.28008,Moderate
42.0,41.624447,Good
132.0,142.65706,Moderate
91.0,107.73631,Moderate
209.0,106.50502,Moderate
44.0,45.04953,Good
95.0,87.36632,Satisfactory
88.0,92.16896,Satisfactory
68.0,80.809654,Satisfactory
206.0,196.40637,Moderate
94.0,132.82603,Moderate
132.0,105.84551,Moderate
407.0,393.3244,Very Poor
132.0,132.38228,Moderate
187.0,155.26312,Moderate
81.0,91.30956,Satisfactory
132.0,132.52385,Moderate
94.0,96.23761,Satisfactory
170.0,178.8282,Moderate
270.0,247.1088,Poor
73.0,99.13736,Satisfactory
91.0,101.35223,Moderate
105.0,106.06496,Moderate
402.0,341.24054,Very Poor
126.0,126.66922,Moderate
160.0,156.0495,Moderate
170.0,198.81586,Moderate
280.0,330.21344,Very Poor
168.0,176.80928,Moderate
192.0,219.13982,Poor
132.0,131.43152,Moderate
365.0,373.86176,Very Poor
